ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0086027,AV node cell to bundle of His cell signaling,8,-0.754427551730637,-1.59797468939135,0.0298721770475269,0.351069204539507,0.306845537604417,372,"tags=25%, list=2%, signal=24%",ENSG00000198626/ENSG00000165995,0.352487857583619
GO:1905037,autophagosome organization,120,-0.440825361569506,-1.5978806725556,0.00204993469525337,0.116037587795535,0.10142050498603,3321,"tags=31%, list=19%, signal=25%",ENSG00000100330/ENSG00000258102/ENSG00000171055/ENSG00000115839/ENSG00000154153/ENSG00000139112/ENSG00000110046/ENSG00000148158/ENSG00000032742/ENSG00000101460/ENSG00000166471/ENSG00000147894/ENSG00000066739/ENSG00000221838/ENSG00000108239/ENSG00000158828/ENSG00000150867/ENSG00000100284/ENSG00000197548/ENSG00000198589/ENSG00000136874/ENSG00000118804/ENSG00000126775/ENSG00000172780/ENSG00000149311/ENSG00000092108/ENSG00000168397/ENSG00000162627/ENSG00000188906/ENSG00000083290/ENSG00000078142/ENSG00000126581/ENSG00000184584/ENSG00000171100/ENSG00000062716/ENSG00000149557/ENSG00000197769,0.431707695803346
GO:0032819,positive regulation of natural killer cell proliferation,14,0.66146244468056,1.5975261973017,0.0289844382945048,0.347131201271777,0.303403598766861,2934,"tags=36%, list=17%, signal=30%",ENSG00000168811/ENSG00000081985/ENSG00000113302/ENSG00000150782/ENSG00000090554,0.352487857583619
GO:0032941,secretion by tissue,17,-0.633930406060864,-1.59701415276818,0.0281523923782483,0.341495922608943,0.298478187798057,4356,"tags=59%, list=25%, signal=44%",ENSG00000082556/ENSG00000131408/ENSG00000198648/ENSG00000131620/ENSG00000113073/ENSG00000138814/ENSG00000240583/ENSG00000025434/ENSG00000118640/ENSG00000139174,0.352487857583619
GO:0030214,hyaluronan catabolic process,15,-0.659650662185793,-1.59643568873567,0.017983582546599,0.287137421523568,0.250967146461376,2442,"tags=40%, list=14%, signal=35%",ENSG00000138685/ENSG00000106302/ENSG00000213614/ENSG00000114378/ENSG00000026508/ENSG00000049860,0.352487857583619
GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,25,0.582039054394244,1.59586943349115,0.0289963268724261,0.347131201271777,0.303403598766861,3959,"tags=52%, list=22%, signal=40%",ENSG00000130332/ENSG00000106355/ENSG00000130520/ENSG00000164167/ENSG00000166889/ENSG00000236826/ENSG00000135387/ENSG00000198791/ENSG00000179151/ENSG00000110063/ENSG00000038358/ENSG00000110367/ENSG00000172795,0.352487857583619
GO:0048002,antigen processing and presentation of peptide antigen,75,-0.464717907607058,-1.5954575741256,0.00690748059414136,0.191791962617521,0.167632213582428,1531,"tags=19%, list=9%, signal=17%",ENSG00000206299/ENSG00000167004/ENSG00000159640/ENSG00000166710/ENSG00000234745/ENSG00000117984/ENSG00000136943/ENSG00000164308/ENSG00000164307/ENSG00000204267/ENSG00000139192/ENSG00000230708/ENSG00000229215/ENSG00000224320,0.407017918923954
GO:0051133,regulation of NK T cell activation,9,0.745959736880289,1.59541676511726,0.0301380528235976,0.351472560379312,0.307198083307402,2299,"tags=56%, list=13%, signal=48%",ENSG00000120694/ENSG00000168811/ENSG00000081985/ENSG00000113302/ENSG00000150782,0.352487857583619
GO:0090280,positive regulation of calcium ion import,15,-0.659035659954515,-1.59494730773805,0.017983582546599,0.287137421523568,0.250967146461376,2445,"tags=33%, list=14%, signal=29%",ENSG00000138814/ENSG00000131981/ENSG00000108691/ENSG00000100311/ENSG00000167723,0.352487857583619
GO:2000330,positive regulation of T-helper 17 cell lineage commitment,13,0.662124996650415,1.59298502854723,0.0221429171248652,0.316254163565782,0.276416095699039,3576,"tags=38%, list=20%, signal=31%",ENSG00000215077/ENSG00000141867/ENSG00000113302/ENSG00000230678/ENSG00000204256,0.352487857583619
