Gene_ID,randomSummary,randomP,randomCi.lb,randomCi.ub,Gene_Symbol,Gene_Description
ENSG00000162924,-0.0611233487692712,0.331615039909059,-0.184517894803923,0.0622711972653803,REL,"REL proto-oncogene, NF-kB subunit"
ENSG00000162927,-0.0597341035899949,0.224176273404371,-0.156054054279907,0.0365858470999171,PUS10,pseudouridine synthase 10
ENSG00000162928,-0.0318447985259952,0.334386432845927,-0.0965020110419605,0.0328124139899702,PEX13,peroxisomal biogenesis factor 13
ENSG00000162929,0.0301223149729758,0.428378911452281,-0.0444243817464881,0.10466901169244,SANBR,SANT and BTB domain regulator of CSR
ENSG00000162931,-0.186280535715017,0.0101007509325997,-0.328213624433237,-0.0443474469967963,TRIM17,tripartite motif containing 17
ENSG00000162944,0.196044912271866,0.3338658363523,-0.201573335216254,0.593663159759986,RFTN2,raftlin family member 2
ENSG00000162946,-0.136762390918681,0.438585398595161,-0.482818199764513,0.20929341792715,DISC1,DISC1 scaffold protein
ENSG00000162947,,,,,,
ENSG00000162949,,,,,CAPN13,calpain 13
ENSG00000162951,-0.104716418072897,0.681763305942713,-0.605231815639595,0.395798979493801,LRRTM1,leucine rich repeat transmembrane neuronal 1
ENSG00000162959,0.00621886120162977,0.855011664536464,-0.0604855445732799,0.0729232669765394,MEMO1,mediator of cell motility 1
ENSG00000162961,0.0308478032667235,0.371372473698871,-0.036788636820327,0.0984842433537739,DPY30,dpy-30 histone methyltransferase complex regulatory subunit
ENSG00000162971,-0.00913621442754272,0.914902666601663,-0.176712525567765,0.15844009671268,TYW5,tRNA-yW synthesizing protein 5
ENSG00000162972,0.0548161469218502,0.164776102853965,-0.0225224165201676,0.132154710363868,MAIP1,matrix AAA peptidase interacting protein 1
ENSG00000162975,0.0289844252702512,0.870055640934107,-0.318281237945305,0.376250088485807,KCNF1,potassium voltage-gated channel modifier subfamily F member 1
ENSG00000162976,-0.179735921874463,0.464549188231351,-0.661397435922883,0.301925592173955,SLC66A3,solute carrier family 66 member 3
ENSG00000162980,-0.000303141642226234,0.993671922073124,-0.075216174493822,0.0746098912093696,ARL5A,ADP ribosylation factor like GTPase 5A
ENSG00000162981,0.140527148637683,0.301430275231753,-0.126006486422784,0.40706078369815,LRATD1,LRAT domain containing 1
ENSG00000162989,0.21390522268439,0.0576825346774048,-0.00697139226370533,0.434781837632485,KCNJ3,potassium inwardly rectifying channel subfamily J member 3
ENSG00000162992,0.483830391914081,0.0147088700373547,0.0951022733958223,0.872558510432339,NEUROD1,neuronal differentiation 1
ENSG00000162994,-0.12331601251158,0.0484555796066199,-0.245795457985947,-0.000836567037212618,CLHC1,clathrin heavy chain linker domain containing 1
ENSG00000162997,-0.0689312140647508,0.618813600707063,-0.340476692974858,0.202614264845356,,
ENSG00000162998,-0.27888703703805,0.137560031396968,-0.646988766867332,0.0892146927912314,FRZB,frizzled related protein
ENSG00000162999,0.0496992381690515,0.519584884119451,-0.101559956237233,0.200958432575336,DUSP19,dual specificity phosphatase 19
ENSG00000163001,0.0210927608445707,0.520789369479276,-0.0432884550815487,0.08547397677069,CFAP36,cilia and flagella associated protein 36
ENSG00000163002,0.0423090522310648,0.280929393138,-0.034598397679109,0.119216502141239,NUP35,nucleoporin 35
ENSG00000163006,-0.0434301971944591,0.286877330382492,-0.123356835433325,0.0364964410444067,CCDC138,coiled-coil domain containing 138
ENSG00000163012,,,,,ZSWIM2,zinc finger SWIM-type containing 2
ENSG00000163013,0.164840554848881,0.402045592796043,-0.220710485589521,0.550391595287284,FBXO41,F-box protein 41
ENSG00000163016,0.129941285423237,0.383961252322756,-0.162585895779783,0.422468466626257,,
ENSG00000163017,-0.00241733982222719,0.996643216366758,-1.12858027316033,1.12374559351588,ACTG2,"actin gamma 2, smooth muscle"
ENSG00000163026,0.0305634509766945,0.471317949923142,-0.0525966810527986,0.113723583006188,WDCP,WD repeat and coiled coil containing
ENSG00000163029,0.0376928336752031,0.224774949513497,-0.0231646088076456,0.0985502761580518,SMC6,structural maintenance of chromosomes 6
ENSG00000163032,-0.956104312848374,0.396588754372731,-3.16663314151354,1.25442451581679,VSNL1,visinin like 1
ENSG00000163040,-0.183793776193975,0.420280737611978,-0.630764684115769,0.263177131727819,CCDC74A,coiled-coil domain containing 74A
ENSG00000163041,0.0257309969877402,0.544771955636304,-0.0575430591183471,0.109005053093827,H3-3A,H3.3 histone A
ENSG00000163046,-0.430854661109581,0.0470968380589398,-0.856183347641215,-0.00552597457794773,ANKRD30BL,ankyrin repeat domain 30B like
ENSG00000163050,0.00662573341198251,0.902712825225096,-0.0996137864969295,0.112865253320895,COQ8A,coenzyme Q8A
ENSG00000163053,0.186447330059013,0.0200888325807008,0.0292517881038059,0.343642872014221,SLC16A14,solute carrier family 16 member 14
ENSG00000163064,-0.550217702521181,0.120810464173857,-1.24534485062358,0.144909445581222,EN1,engrailed homeobox 1
ENSG00000163069,-0.0449256618220266,0.139298459450613,-0.104484759619088,0.0146334359750353,SGCB,sarcoglycan beta
ENSG00000163071,-0.390437513467524,0.514837207179616,-1.56534153713585,0.784466510200799,SPATA18,spermatogenesis associated 18
ENSG00000163072,0.0219622901027107,0.894722323596847,-0.303322259916155,0.347246840121576,NOSTRIN,nitric oxide synthase trafficking
ENSG00000163075,-0.0941819509076984,0.226136855421623,-0.246691675124284,0.0583277733088867,CFAP221,cilia and flagella associated protein 221
ENSG00000163081,0.969653783945935,0.180008803980421,-0.447849690147634,2.3871572580395,,
ENSG00000163082,-0.0113614132709187,0.932426740462018,-0.273980014647313,0.251257188105476,SGPP2,sphingosine-1-phosphate phosphatase 2
ENSG00000163083,-0.0486805072173954,0.790324590418607,-0.407521945720383,0.310160931285592,INHBB,inhibin subunit beta B
ENSG00000163092,,,,,XIRP2,xin actin binding repeat containing 2
ENSG00000163093,-0.0169764950762144,0.688182779287921,-0.0998856961482682,0.0659327059958393,BBS5,Bardet-Biedl syndrome 5
ENSG00000163104,0.00863125907678271,0.770743924685349,-0.0494224259907262,0.0666849441442916,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
ENSG00000163106,,,,,HPGDS,hematopoietic prostaglandin D synthase
ENSG00000163110,-0.0501464147483694,0.665352988567682,-0.277377233418957,0.177084403922218,PDLIM5,PDZ and LIM domain 5
ENSG00000163116,,,,,STPG2,sperm tail PG-rich repeat containing 2
ENSG00000163125,0.0600036100253908,0.288552400543316,-0.0508082485501182,0.1708154686009,RPRD2,regulation of nuclear pre-mRNA domain containing 2
ENSG00000163126,-0.0106894378818742,0.88670343597098,-0.157737373689066,0.136358497925317,ANKRD23,ankyrin repeat domain 23
ENSG00000163131,-0.0455570826310482,0.805651158452784,-0.408466323421073,0.317352158158977,CTSS,cathepsin S
ENSG00000163132,-0.602308091124315,0.385286664948753,-1.96202551147175,0.757409329223126,MSX1,msh homeobox 1
ENSG00000163138,0.0433040822098777,0.296535847668584,-0.0380017686087128,0.124609933028468,PACRGL,parkin coregulated like
ENSG00000163141,-0.0575164369673532,0.5420306816874,-0.242397212783438,0.127364338848731,BNIPL,BCL2 interacting protein like
ENSG00000163145,0.0488241206809266,0.880567087119987,-0.588069604725628,0.685717846087481,C1QTNF7,C1q and TNF related 7
ENSG00000163155,0.0436020579844064,0.368107730448383,-0.0513493079934362,0.138553423962249,LYSMD1,LysM domain containing 1
ENSG00000163156,0.0191830434235099,0.787319778848958,-0.120176106786128,0.158542193633148,SCNM1,sodium channel modifier 1
ENSG00000163157,,,,,TMOD4,tropomodulin 4
ENSG00000163159,0.0452159599662599,0.233093657630818,-0.0291044092781013,0.119536329210621,VPS72,vacuolar protein sorting 72 homolog
ENSG00000163161,0.0100581397405628,0.734422101307135,-0.0480513526966892,0.0681676321778149,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit"
ENSG00000163162,0.0417000575900606,0.359649520794086,-0.047522273696769,0.13092238887689,RNF149,ring finger protein 149
ENSG00000163166,-0.023591379550928,0.681464526144006,-0.136239719779143,0.0890569606772875,IWS1,"interacts with SUPT6H, CTD assembly factor 1"
ENSG00000163170,0.0951622807562499,0.42279002032895,-0.13751849766081,0.32784305917331,BOLA3,bolA family member 3
ENSG00000163171,-0.13069498958527,0.0444134468217177,-0.258125888739511,-0.00326409043102963,CDC42EP3,CDC42 effector protein 3
ENSG00000163191,-0.180160027222646,0.156938556444626,-0.429627568833083,0.0693075143877906,S100A11,S100 calcium binding protein A11
ENSG00000163214,0.0246513036239704,0.529195845475486,-0.0521335873130868,0.101436194561028,DHX57,DExH-box helicase 57
ENSG00000163219,-0.808857546003828,0.177217877031702,-1.98372481977202,0.366009727764369,ARHGAP25,Rho GTPase activating protein 25
ENSG00000163235,0.433144384235003,0.102243653804528,-0.0863842512423533,0.952673019712359,TGFA,transforming growth factor alpha
ENSG00000163249,0.0307078974281357,0.84201288383065,-0.271251495248368,0.332667290104639,CCNYL1,cyclin Y like 1
ENSG00000163251,-0.51411833042781,0.00137418967123109,-0.829008242403478,-0.199228418452143,FZD5,frizzled class receptor 5
ENSG00000163257,-0.0358049263330865,0.74935879313456,-0.255459603327074,0.183849750660901,DCAF16,DDB1 and CUL4 associated factor 16
ENSG00000163273,-0.933310870068154,0.429162385260056,-3.24699160983019,1.38036986969388,NPPC,natriuretic peptide C
ENSG00000163281,0.0302204776216595,0.804180166716754,-0.208671362378069,0.269112317621388,GNPDA2,glucosamine-6-phosphate deaminase 2
ENSG00000163285,0.439596854745932,0.0641914380945879,-0.0259162779127573,0.905109987404621,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1
ENSG00000163288,-0.019734028191041,0.93817605387397,-0.518402488385128,0.478934432003046,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1
ENSG00000163291,0.113834942389375,0.351716701235408,-0.125745069277701,0.353414954056452,PAQR3,progestin and adipoQ receptor family member 3
ENSG00000163293,-0.315254235316352,0.356739588810899,-0.985707730706556,0.355199260073852,NIPAL1,NIPA like domain containing 1
ENSG00000163297,-0.0458470431943718,0.55114145645474,-0.196603641294723,0.104909554905979,ANTXR2,ANTXR cell adhesion molecule 2
ENSG00000163312,-0.0226413762926119,0.719431557177649,-0.146176964650307,0.100894212065083,HELQ,"helicase, POLQ like"
ENSG00000163319,-0.017421791286517,0.899187561778888,-0.286951325695919,0.252107743122885,MRPS18C,mitochondrial ribosomal protein S18C
ENSG00000163320,-0.0423937495770626,0.220566830617385,-0.110221269549678,0.0254337703955532,CGGBP1,CGG triplet repeat binding protein 1
ENSG00000163322,-0.000643761217855609,0.987139860076376,-0.0789233370029891,0.0776358145672779,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit"
ENSG00000163328,0.062334510147207,0.720367790924964,-0.278963137935004,0.403632158229418,GPR155,G protein-coupled receptor 155
ENSG00000163331,,,,,DAPL1,death associated protein like 1
ENSG00000163344,-0.0171829063830814,0.749637558397564,-0.122717381249236,0.0883515684830731,PMVK,phosphomevalonate kinase
ENSG00000163346,-0.241036005028432,0.00111302854190986,-0.385938314707787,-0.0961336953490764,PBXIP1,PBX homeobox interacting protein 1
ENSG00000163347,0.578459717374171,0.177566701168505,-0.262430839716534,1.41935027446488,CLDN1,claudin 1
ENSG00000163348,0.0322921572036296,0.497030115517877,-0.0608972644854382,0.125481578892697,PYGO2,pygopus family PHD finger 2
ENSG00000163349,0.00898255053198123,0.853416829516807,-0.0863055012140956,0.104270602278058,HIPK1,homeodomain interacting protein kinase 1
ENSG00000163354,,,,,DCST2,DC-STAMP domain containing 2
ENSG00000163357,0.0372277865975309,0.779445820109359,-0.223323500897873,0.297779074092935,DCST1,DC-STAMP domain containing 1
ENSG00000163359,0.305793861016831,0.109866874125151,-0.0690798144823162,0.680667536515978,COL6A3,collagen type VI alpha 3 chain
ENSG00000163362,-0.0460400015412998,0.370865090172663,-0.146879619602902,0.0547996165203023,INAVA,innate immunity activator
ENSG00000163374,-0.00672075703071441,0.936745235490664,-0.172701389603342,0.159259875541913,YY1AP1,YY1 associated protein 1
ENSG00000163376,0.0822743823236171,0.70356690306776,-0.341511700283485,0.506060464930719,KBTBD8,kelch repeat and BTB domain containing 8
ENSG00000163377,,,,,TAFA4,TAFA chemokine like family member 4
ENSG00000163378,-0.0453957562149267,0.626461933496099,-0.228201843955309,0.137410331525456,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase
ENSG00000163380,-0.090354736395658,0.631973798693853,-0.460104858362251,0.279395385570935,LMOD3,leiomodin 3
ENSG00000163382,0.0172602433534877,0.699669523422262,-0.0704338549417227,0.104954341648698,NAXE,NAD(P)HX epimerase
ENSG00000163389,0.0797895825836697,0.210415141284992,-0.0450759722031482,0.204655137370488,POGLUT1,protein O-glucosyltransferase 1
ENSG00000163393,0.0228369477010921,0.901914778775819,-0.34034507596819,0.386018971370375,SLC22A15,solute carrier family 22 member 15
ENSG00000163395,0.37131547559945,0.701003990200451,-1.52407587470911,2.26670682590801,IGFN1,immunoglobulin like and fibronectin type III domain containing 1
ENSG00000163399,-0.0564683607764453,0.299964491132192,-0.163245914795803,0.0503091932429125,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1
ENSG00000163406,-0.000515888039813752,0.996753251886661,-0.248997248713643,0.247965472634016,SLC15A2,solute carrier family 15 member 2
ENSG00000163412,0.022858345349544,0.845544102823244,-0.207120821093136,0.252837511792224,EIF4E3,eukaryotic translation initiation factor 4E family member 3
ENSG00000163421,,,,,PROK2,prokineticin 2
ENSG00000163428,0.0686720201265276,0.164879124765826,-0.0282390411992345,0.16558308145229,LRRC58,leucine rich repeat containing 58
ENSG00000163430,-0.189334170244088,0.0142673599997225,-0.340770256938549,-0.0378980835496263,FSTL1,follistatin like 1
ENSG00000163431,0.100148140128895,0.711194759755558,-0.429995560724051,0.630291840981841,LMOD1,leiomodin 1
ENSG00000163435,0.0233038387181868,0.818952965139476,-0.176243161357581,0.222850838793954,ELF3,E74 like ETS transcription factor 3
ENSG00000163444,0.0481441872963004,0.183189714579369,-0.022750647243587,0.119039021836188,TMEM183A,transmembrane protein 183A
ENSG00000163449,-0.101861468246958,0.364895189779889,-0.322201292924993,0.118478356431077,TMEM169,transmembrane protein 169
ENSG00000163453,-0.0936777810755556,0.674659570549238,-0.531080934817201,0.34372537266609,IGFBP7,insulin like growth factor binding protein 7
ENSG00000163462,-0.145098136947408,0.46340214667495,-0.532939520330917,0.242743246436101,TRIM46,tripartite motif containing 46
ENSG00000163463,0.0396447132538746,0.301358313035889,-0.0355370345524152,0.114826461060164,KRTCAP2,keratinocyte associated protein 2
ENSG00000163466,0.139612893485971,7.88380392372733e-06,0.0783736513848047,0.200852135587138,ARPC2,actin related protein 2/3 complex subunit 2
ENSG00000163467,0.0412452164045408,0.647100345525788,-0.135338823110541,0.217829255919623,TSACC,TSSK6 activating cochaperone
ENSG00000163468,0.0284234978403996,0.392654354866435,-0.036747473815589,0.0935944694963882,CCT3,chaperonin containing TCP1 subunit 3
ENSG00000163472,0.048056279558526,0.37353127684872,-0.0577880645695109,0.153900623686563,TMEM79,transmembrane protein 79
ENSG00000163479,0.0604620633632608,0.124997088951171,-0.0167825526839981,0.13770667941052,SSR2,signal sequence receptor subunit 2
ENSG00000163481,-0.0806819691460958,0.121737195858336,-0.182867047682428,0.0215031093902368,RNF25,ring finger protein 25
ENSG00000163482,-0.0197066507296733,0.780421065887554,-0.158259136451343,0.118845834991996,STK36,serine/threonine kinase 36
ENSG00000163485,0.0446459892062593,0.592637266196223,-0.118908315077062,0.208200293489581,ADORA1,adenosine A1 receptor
ENSG00000163491,-0.0107542482532481,0.934361013150032,-0.266680943912805,0.245172447406309,NEK10,NIMA related kinase 10
ENSG00000163492,0.130549602867627,0.424240883265647,-0.189657115279027,0.450756321014281,CCDC141,coiled-coil domain containing 141
ENSG00000163507,-0.0551472188250893,0.374219657887166,-0.176784532840608,0.0664900951904295,CIP2A,cellular inhibitor of PP2A
ENSG00000163508,0.42160216236551,0.693067388593537,-1.67197221528471,2.51517654001573,EOMES,eomesodermin
ENSG00000163510,-0.00328288302400198,0.969108805279179,-0.169432870975183,0.162867104927179,CWC22,CWC22 spliceosome associated protein homolog
ENSG00000163512,0.0542714725163048,0.142980542462992,-0.0183469568957132,0.126889901928323,AZI2,5-azacytidine induced 2
ENSG00000163513,0.204666472133233,0.0897476273283356,-0.031752286700212,0.441085230966678,TGFBR2,transforming growth factor beta receptor 2
ENSG00000163516,0.0128348647009881,0.77368397606791,-0.0746457280589387,0.100315457460915,ANKZF1,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1
ENSG00000163517,-0.0768111257275231,0.17968699880098,-0.189015690690215,0.0353934392351689,HDAC11,histone deacetylase 11
ENSG00000163520,-0.166787606297783,0.704816101699134,-1.02970769677302,0.696132484177454,FBLN2,fibulin 2
ENSG00000163521,-0.201374037780172,0.340202170470328,-0.615192433850255,0.212444358289912,GLB1L,galactosidase beta 1 like
ENSG00000163527,0.0243073471669494,0.533950711985834,-0.0522884007524079,0.100903095086307,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B
