Gene_ID,randomSummary,randomP,randomCi.lb,randomCi.ub,Gene_Symbol,Gene_Description
ENSG00000161405,0.0494205320024699,0.238259226579935,-0.0327116114598241,0.131552675464764,IKZF3,IKAROS family zinc finger 3
ENSG00000161509,0.0278450694348051,0.832670255831402,-0.23046531984995,0.28615545871956,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
ENSG00000161513,0.144977636939603,0.0830167156529363,-0.0189451001154674,0.308900373994672,FDXR,ferredoxin reductase
ENSG00000161526,-0.0375816033228199,0.51340413735057,-0.150287599280774,0.0751243926351342,SAP30BP,SAP30 binding protein
ENSG00000161533,0.0112451452515336,0.805174269912524,-0.0781103035599414,0.100600594063008,ACOX1,acyl-CoA oxidase 1
ENSG00000161542,-0.036617320784402,0.433687315758566,-0.12828785430415,0.0550532127353464,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1
ENSG00000161544,0.114100297513131,0.271382589662401,-0.0892233600257693,0.317423955052032,CYGB,cytoglobin
ENSG00000161547,0.0921103486569795,0.0720355168580646,-0.00824743142883816,0.192468128742797,SRSF2,serine and arginine rich splicing factor 2
ENSG00000161551,-0.00580451503540156,0.900942826584454,-0.0972048752060774,0.0855958451352743,ZNF577,zinc finger protein 577
ENSG00000161558,-0.0179602281188895,0.792953374425038,-0.152072325444388,0.116151869206609,TMEM143,transmembrane protein 143
ENSG00000161594,,,,,KLHL10,kelch like family member 10
ENSG00000161609,0.28359886783445,0.0539809363718839,-0.00485291775657382,0.572050653425473,KASH5,KASH domain containing 5
ENSG00000161618,-0.0801826586221858,0.124293277121,-0.182430615432883,0.0220652981885112,ALDH16A1,aldehyde dehydrogenase 16 family member A1
ENSG00000161634,,,,,DCD,dermcidin
ENSG00000161638,0.134747568866722,0.137077515382313,-0.0428869621181547,0.312382099851599,ITGA5,integrin subunit alpha 5
ENSG00000161640,0.0586751240842002,0.492689129478648,-0.108955715004214,0.226305963172615,SIGLEC11,sialic acid binding Ig like lectin 11
ENSG00000161642,0.325504888032435,0.483912896438974,-0.585862013453158,1.23687178951803,ZNF385A,zinc finger protein 385A
ENSG00000161643,0.294525289238548,0.0720431540656974,-0.0263799920304481,0.615430570507545,SIGLEC16,sialic acid binding Ig like lectin 16
ENSG00000161647,0.102756652733441,0.08844588100538,-0.0154595011761163,0.220972806642998,MPP3,MAGUK p55 scaffold protein 3
ENSG00000161649,,,,,CD300LG,CD300 molecule like family member g
ENSG00000161652,0.126030051264185,0.359162721962227,-0.143353465493287,0.395413568021656,IZUMO2,IZUMO family member 2
ENSG00000161653,-0.100022757670398,0.257074188691987,-0.273000072974343,0.0729545576335465,NAGS,N-acetylglutamate synthase
ENSG00000161654,0.110414583858026,0.0795723221518345,-0.0130236690124291,0.233852836728482,LSM12,LSM12 homolog
ENSG00000161664,-0.0089227024747186,0.903476237750939,-0.153129874324116,0.135284469374679,ASB16,ankyrin repeat and SOCS box containing 16
ENSG00000161671,-0.0990967113185348,0.0840974092456391,-0.211535614663371,0.0133421920263017,EMC10,ER membrane protein complex subunit 10
ENSG00000161677,,,,,JOSD2,Josephin domain containing 2
ENSG00000161681,0.00352199643360224,0.963491830185824,-0.147289821719596,0.1543338145868,SHANK1,SH3 and multiple ankyrin repeat domains 1
ENSG00000161682,-0.122825793023461,0.455414816292989,-0.445344890558234,0.199693304511312,FAM171A2,family with sequence similarity 171 member A2
ENSG00000161692,0.000233318289069098,0.996362129194703,-0.100063731680818,0.100530368258956,DBF4B,DBF4B-CDC7 kinase regulatory subunit
ENSG00000161714,-0.0714902370097197,0.759144305008539,-0.528490104720989,0.385509630701549,PLCD3,phospholipase C delta 3
ENSG00000161791,0.0709568786557059,0.590727077056192,-0.187647436209626,0.329561193521037,FMNL3,formin like 3
ENSG00000161798,,,,,AQP5,aquaporin 5
ENSG00000161800,0.103694910468924,0.0748572200331826,-0.0103981301728266,0.217787951110675,RACGAP1,Rac GTPase activating protein 1
ENSG00000161813,0.0231086237408125,0.599543703125863,-0.0631526529425342,0.109369900424159,LARP4,La ribonucleoprotein 4
ENSG00000161835,-0.0074195462916893,0.926408840584891,-0.164862310119516,0.150023217536138,TAMALIN,trafficking regulator and scaffold protein tamalin
ENSG00000161847,0.0335750092088811,0.347180480671774,-0.0364257869446765,0.103575805362439,RAVER1,"ribonucleoprotein, PTB binding 1"
ENSG00000161860,-0.0412551433071819,0.562412388928645,-0.180844124424505,0.0983338378101407,SYCE2,synaptonemal complex central element protein 2
ENSG00000161888,0.0053912226299573,0.9374929365902,-0.129350272036802,0.140132717296716,SPC24,SPC24 component of NDC80 kinetochore complex
ENSG00000161896,,,,,IP6K3,inositol hexakisphosphate kinase 3
ENSG00000161904,-0.0659133129964099,0.141271150251272,-0.153731963924754,0.0219053379319343,LEMD2,LEM domain nuclear envelope protein 2
ENSG00000161905,,,,,ALOX15,arachidonate 15-lipoxygenase
ENSG00000161912,0.182585755009167,0.0469763280211182,0.00244024277225063,0.362731267246082,,
ENSG00000161914,-0.0797834282360947,0.316521794283376,-0.235901429926681,0.0763345734544912,ZNF653,zinc finger protein 653
ENSG00000161920,-0.0149134785513728,0.713415195765527,-0.0944996717201654,0.0646727146174198,MED11,mediator complex subunit 11
ENSG00000161921,-0.203237666582264,0.255589238766435,-0.553616918975532,0.147141585811004,CXCL16,C-X-C motif chemokine ligand 16
ENSG00000161929,0.225940517999959,0.303142138022817,-0.204114152222341,0.655995188222259,SCIMP,SLP adaptor and CSK interacting membrane protein
ENSG00000161939,0.331882239057295,0.014704293078169,0.0652474552878346,0.598517022826756,RNASEK-C17orf49,RNASEK-C17orf49 readthrough
ENSG00000161940,,,,,BCL6B,BCL6B transcription repressor
ENSG00000161944,,,,,ASGR2,asialoglycoprotein receptor 2
ENSG00000161955,-0.113809153574273,0.172715202752681,-0.277400470854767,0.049782163706222,TNFSF13,TNF superfamily member 13
ENSG00000161956,0.0285988924987941,0.453004984402132,-0.046096872143352,0.10329465714094,SENP3,SUMO specific peptidase 3
ENSG00000161958,-0.166073933631054,0.0970707639545249,-0.362249390868664,0.0301015236065572,FGF11,fibroblast growth factor 11
ENSG00000161960,0.0762027402292509,0.0656586455881737,-0.00493531289175449,0.157340793350256,EIF4A1,eukaryotic translation initiation factor 4A1
ENSG00000161970,0.0484125429948327,0.36444533409537,-0.0562120047687341,0.153037090758399,RPL26,ribosomal protein L26
ENSG00000161980,0.19753760785001,0.258354058505684,-0.144999799745064,0.540075015445083,POLR3K,RNA polymerase III subunit K
ENSG00000161981,0.00208054512393791,0.96647127183519,-0.0949303105788232,0.099091400826699,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25
ENSG00000161996,-0.000150044554830652,0.998455004815356,-0.152023190896338,0.151723101786677,WDR90,WD repeat domain 90
ENSG00000161999,-0.0510064920513497,0.469708103662703,-0.18928759697027,0.0872746128675705,JMJD8,jumonji domain containing 8
ENSG00000162004,0.131267049503206,0.583475809738362,-0.337950120477373,0.600484219483786,CCDC78,coiled-coil domain containing 78
ENSG00000162032,-0.025683608123597,0.578378921562799,-0.116261330982411,0.0648941147352166,SPSB3,splA/ryanodine receptor domain and SOCS box containing 3
ENSG00000162039,0.488958379703242,0.00163874298010663,0.184618985249878,0.793297774156606,MEIOB,meiosis specific with OB-fold
ENSG00000162062,-0.0286286002819825,0.569760073249777,-0.127345248971866,0.0700880484079008,TEDC2,tubulin epsilon and delta complex 2
ENSG00000162063,0.00182815018862536,0.97943279514816,-0.137159638875301,0.140815939252552,CCNF,cyclin F
ENSG00000162065,0.0686882698494508,0.379114079296475,-0.0843782141921665,0.221754753891068,TBC1D24,TBC1 domain family member 24
ENSG00000162066,-0.0555260683188332,0.421935778481798,-0.19104283066149,0.0799906940238239,AMDHD2,amidohydrolase domain containing 2
ENSG00000162068,,,,,NTN3,netrin 3
ENSG00000162069,,,,,BICDL2,BICD family like cargo adaptor 2
ENSG00000162073,-0.0346644256327189,0.749030181090862,-0.247034278474005,0.177705427208567,PAQR4,progestin and adipoQ receptor family member 4
ENSG00000162076,-0.0155703163124766,0.786591276006398,-0.128288415645783,0.0971477830208297,FLYWCH2,FLYWCH family member 2
ENSG00000162086,-0.0629303252991283,0.622809445130863,-0.313688720544255,0.187828069945999,ZNF75A,zinc finger protein 75A
ENSG00000162104,-0.00302114437980811,0.964096631789148,-0.134567190248982,0.128524901489366,ADCY9,adenylate cyclase 9
ENSG00000162105,-0.199316400617935,0.0045392046306133,-0.33696544765557,-0.0616673535802992,SHANK2,SH3 and multiple ankyrin repeat domains 2
ENSG00000162129,0.0764063008441239,0.370922010832161,-0.0909633492492209,0.243775950937469,CLPB,ClpB family mitochondrial disaggregase
ENSG00000162139,0.0973771144798382,0.0113992033368712,0.0219465705187031,0.172807658440973,NEU3,neuraminidase 3
ENSG00000162144,-0.105270138434941,0.0051785096172054,-0.179070831205201,-0.0314694456646802,CYB561A3,cytochrome b561 family member A3
ENSG00000162148,-0.0485977777144865,0.573496264106069,-0.217807628898257,0.120612073469284,SAXO4,stabilizer of axonemal microtubules 4
ENSG00000162174,-0.0754060017180509,0.596507324029936,-0.354561132444153,0.203749129008051,ASRGL1,asparaginase and isoaspartyl peptidase 1
ENSG00000162188,-0.141872239886095,0.505472930834169,-0.559447124231678,0.275702644459489,GNG3,G protein subunit gamma 3
ENSG00000162191,-0.00807946564551233,0.825178657397699,-0.0797690599017463,0.0636101286107216,UBXN1,UBX domain protein 1
ENSG00000162194,-0.123321891124465,0.0882129856787658,-0.265093488384002,0.0184497061350719,LBHD1,LBH domain containing 1
ENSG00000162222,0.0237125437308482,0.73573842177935,-0.113992467027783,0.161417554489479,TTC9C,tetratricopeptide repeat domain 9C
ENSG00000162227,-0.0202578971492721,0.629747057510716,-0.102618729474231,0.062102935175687,TAF6L,TATA-box binding protein associated factor 6 like
ENSG00000162231,0.0307231374116635,0.576344142577697,-0.0770497569212875,0.138496031744614,NXF1,nuclear RNA export factor 1
ENSG00000162236,-0.0354980626323224,0.760083681662884,-0.263335502474135,0.192339377209491,STX5,syntaxin 5
ENSG00000162241,0.16772402437425,0.275740307593591,-0.133882989468716,0.469331038217216,SLC25A45,solute carrier family 25 member 45
ENSG00000162244,0.117578534484583,0.032937264351109,0.00953061857636608,0.2256264503928,RPL29,ribosomal protein L29
ENSG00000162267,,,,,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3
ENSG00000162298,0.0377491904172547,0.391874182186209,-0.0486617246487346,0.124160105483244,SYVN1,synoviolin 1
ENSG00000162300,0.0344166194857268,0.64216916154569,-0.110752234969461,0.179585473940915,ZFPL1,zinc finger protein like 1
ENSG00000162302,0.00736108297119522,0.935427403361517,-0.170715456231405,0.185437622173796,RPS6KA4,ribosomal protein S6 kinase A4
ENSG00000162337,0.0275446963571829,0.668405522898412,-0.0984929037029991,0.153582296417365,LRP5,LDL receptor related protein 5
ENSG00000162341,0.0223191519362536,0.61581979807893,-0.064859344639517,0.109497648512024,TPCN2,two pore segment channel 2
ENSG00000162344,,,,,FGF19,fibroblast growth factor 19
ENSG00000162365,0.171141678307173,0.21609342648119,-0.100027407673741,0.442310764288086,CYP4A22,cytochrome P450 family 4 subfamily A member 22
ENSG00000162367,0.316370717433002,0.0922547779342482,-0.0519276750287011,0.684669109894704,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
ENSG00000162368,0.0790140386851994,0.0259237809970324,0.00948542609310292,0.148542651277296,CMPK1,cytidine/uridine monophosphate kinase 1
ENSG00000162373,-0.0305187808347902,0.606334287290001,-0.146595236309158,0.0855576746395778,BEND5,BEN domain containing 5
ENSG00000162374,0.0084411358328447,0.978890443161694,-0.616816854640286,0.633699126305976,ELAVL4,ELAV like RNA binding protein 4
ENSG00000162377,-0.0621211124768196,0.208179292952733,-0.158860611344949,0.0346183863913093,COA7,cytochrome c oxidase assembly factor 7
ENSG00000162378,0.0154177099818075,0.713628597773081,-0.0669234719897803,0.0977588919533954,ZYG11B,"zyg-11 family member B, cell cycle regulator"
ENSG00000162384,-0.0123913450240127,0.74935369533172,-0.0884076893366773,0.0636249992886519,CZIB,CXXC motif containing zinc binding protein
ENSG00000162385,-0.0310833587586354,0.820371959747774,-0.299384664637574,0.237217947120303,MAGOH,"mago homolog, exon junction complex subunit"
ENSG00000162390,-0.0351529915308464,0.658480613372019,-0.191027983501027,0.120722000439334,ACOT11,acyl-CoA thioesterase 11
ENSG00000162391,,,,,FAM151A,family with sequence similarity 151 member A
ENSG00000162396,-0.0434470070477653,0.555005002147662,-0.187709071906172,0.100815057810642,PARS2,"prolyl-tRNA synthetase 2, mitochondrial"
ENSG00000162399,-0.0695922131111195,0.562300591769561,-0.304993838109492,0.165809411887253,BSND,barttin CLCNK type accessory subunit beta
ENSG00000162402,-0.00400725632617146,0.924068650435117,-0.0864129148356684,0.0783984021833255,USP24,ubiquitin specific peptidase 24
ENSG00000162407,-0.120167967057177,0.388377782893609,-0.393220356917621,0.152884422803266,PLPP3,phospholipid phosphatase 3
ENSG00000162408,0.0920784249092086,0.0346640784912575,0.00663898061429213,0.177517869204125,NOL9,nucleolar protein 9
ENSG00000162409,0.102077337821779,0.0948410932677023,-0.0176954212793435,0.221850096922901,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2
ENSG00000162413,0.0259543928676012,0.625805263461217,-0.0783638234787,0.130272609213902,KLHL21,kelch like family member 21
ENSG00000162415,-0.264267338415706,0.181202675221655,-0.651650116879125,0.123115440047713,ZSWIM5,zinc finger SWIM-type containing 5
ENSG00000162419,-0.0120780552542191,0.77288735736721,-0.0941034831719053,0.0699473726634671,GMEB1,glucocorticoid modulatory element binding protein 1
ENSG00000162426,0.0690098107808327,0.276526351342512,-0.0552892543999019,0.193308875961567,SLC45A1,solute carrier family 45 member 1
ENSG00000162430,0.120516198107929,0.617441320352289,-0.35239050417032,0.593422900386177,SELENON,selenoprotein N
ENSG00000162433,0.518427772653243,0.37655517737312,-0.630666697359708,1.66752224266619,AK4,adenylate kinase 4
ENSG00000162434,0.0197118860935877,0.667032064224611,-0.070089026121067,0.109512798308243,JAK1,Janus kinase 1
ENSG00000162437,0.0261266832034124,0.576841233358971,-0.0656420169340344,0.117895383340859,RAVER2,"ribonucleoprotein, PTB binding 2"
ENSG00000162438,0.107997633823555,0.161691697445441,-0.0432606065371628,0.259255874184273,CTRC,chymotrypsin C
ENSG00000162441,0.0676271256223457,0.0259577364920159,0.00810487723685344,0.127149374007838,LZIC,leucine zipper and CTNNBIP1 domain containing
ENSG00000162444,,,,,RBP7,retinol binding protein 7
ENSG00000162458,0.161292672948682,0.262858952704695,-0.121050192523902,0.443635538421266,FBLIM1,filamin binding LIM protein 1
ENSG00000162461,0.107145957704245,0.242779774177572,-0.0726401618640253,0.286932077272515,SLC25A34,solute carrier family 25 member 34
ENSG00000162482,0.10463336266073,0.521168132911539,-0.215028338411989,0.424295063733449,AKR7A3,aldo-keto reductase family 7 member A3
ENSG00000162490,-0.3815723324127,0.355621715712509,-1.19118115334742,0.428036488522019,DRAXIN,dorsal inhibitory axon guidance protein
ENSG00000162493,-0.229906355809518,0.0286346381433249,-0.43580639837096,-0.0240063132480753,PDPN,podoplanin
ENSG00000162494,,,,,LRRC38,leucine rich repeat containing 38
ENSG00000162496,-0.241270223780999,0.137572337456762,-0.559731654791709,0.0771912072297121,DHRS3,dehydrogenase/reductase 3
ENSG00000162510,-0.0251268849634631,0.903511584340465,-0.431372743913512,0.381118973986585,MATN1,matrilin 1
ENSG00000162511,,,,,LAPTM5,lysosomal protein transmembrane 5
ENSG00000162512,0.216147468455341,0.369085179539578,-0.255514500467526,0.687809437378208,SDC3,syndecan 3
ENSG00000162517,0.0444185376908832,0.18009085473268,-0.0205276282016723,0.109364703583439,PEF1,penta-EF-hand domain containing 1
ENSG00000162520,-0.256162111834401,0.110312019757816,-0.570585298279848,0.0582610746110462,SYNC,"syncoilin, intermediate filament protein"
ENSG00000162521,0.0348353475794332,0.185157405716002,-0.016692117421221,0.0863628125800875,RBBP4,"RB binding protein 4, chromatin remodeling factor"
ENSG00000162522,0.122825902865435,0.0448170784012484,0.00284071849306398,0.242811087237806,NHSL3,NHS like 3
ENSG00000162526,-0.0061312650729279,0.932874950314114,-0.148803793476567,0.136541263330711,TSSK3,testis specific serine kinase 3
ENSG00000162542,0.10422461706243,0.416824142305178,-0.14736497655949,0.355814210684349,TMCO4,transmembrane and coiled-coil domains 4
ENSG00000162543,-0.945137643440723,0.0980513019295095,-2.0648568825749,0.174581595693449,UBXN10,UBX domain protein 10
ENSG00000162545,-0.431266381247461,0.22990201060782,-1.13529654142651,0.27276377893159,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1
ENSG00000162551,0.197413346972984,0.023454133406537,0.0266583956771931,0.368168298268774,ALPL,"alkaline phosphatase, biomineralization associated"
ENSG00000162552,0.102656232942035,0.742761686394011,-0.510395332103761,0.71570779798783,WNT4,Wnt family member 4
ENSG00000162571,,,,,TTLL10,tubulin tyrosine ligase like 10
ENSG00000162572,-0.075822450039371,0.449105341128691,-0.2721599031025,0.120515003023758,SCNN1D,sodium channel epithelial 1 subunit delta
ENSG00000162576,-0.373729139895447,0.262164272840181,-1.02699046958824,0.279532189797341,MXRA8,matrix remodeling associated 8
ENSG00000162585,0.0605002879104008,0.145307575888096,-0.0209237028902344,0.141924278711036,FAAP20,FA core complex associated protein 20
ENSG00000162591,-0.0845018161759188,0.293305688828399,-0.242100938095662,0.0730973057438245,MEGF6,multiple EGF like domains 6
ENSG00000162592,0.0856563042301884,0.25186027772489,-0.060858818132094,0.232171426592471,CCDC27,coiled-coil domain containing 27
ENSG00000162595,-0.394666915212025,0.4655892715564,-1.45477400800017,0.66544017757612,DIRAS3,DIRAS family GTPase 3
ENSG00000162599,0.199078765313265,0.0953774764557476,-0.0348900416512796,0.433047572277809,NFIA,nuclear factor I A
ENSG00000162600,0.0440102993257682,0.763040211479199,-0.242096546305464,0.330117144957001,OMA1,OMA1 zinc metallopeptidase
ENSG00000162601,-0.0254836930775772,0.623698675541514,-0.12728878725799,0.0763214011028355,MYSM1,"Myb like, SWIRM and MPN domains 1"
ENSG00000162604,0.00429871107664772,0.926683719213198,-0.0872629038971793,0.0958603260504747,TM2D1,TM2 domain containing 1
ENSG00000162607,0.0702348379865873,0.304179331638956,-0.0637370501109361,0.204206726084111,USP1,ubiquitin specific peptidase 1
ENSG00000162613,0.0178975717374594,0.613126074683259,-0.0514803335650956,0.0872754770400144,FUBP1,far upstream element binding protein 1
ENSG00000162614,0.014671768612788,0.869283979968042,-0.160065295542678,0.189408832768254,NEXN,nexilin F-actin binding protein
ENSG00000162616,-0.0986248400657163,0.659095999057416,-0.536788831343361,0.339539151211928,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4
ENSG00000162618,-0.0636174965493738,0.83393393659137,-0.658335992432637,0.531100999333889,ADGRL4,adhesion G protein-coupled receptor L4
ENSG00000162620,0.155275396545553,0.416139733478412,-0.218996500568284,0.52954729365939,LRRIQ3,leucine rich repeats and IQ motif containing 3
ENSG00000162623,0.409926101779847,0.355060507924945,-0.458828902465467,1.27868110602516,TYW3,tRNA-yW synthesizing protein 3 homolog
ENSG00000162627,-0.289365038202862,0.0574846509532128,-0.587924115100157,0.00919403869443341,SNX7,sorting nexin 7
ENSG00000162630,-0.513943037067437,0.0132564003594912,-0.920640177509447,-0.107245896625426,B3GALT2,"beta-1,3-galactosyltransferase 2"
ENSG00000162631,-0.27441894651987,0.271198328548573,-0.763238149227527,0.214400256187787,NTNG1,netrin G1
ENSG00000162636,-0.159316742289062,0.207713135927223,-0.407162098725105,0.0885286141469822,EEIG2,EEIG family member 2
ENSG00000162639,-0.0589559258399733,0.608175501690084,-0.284343290813168,0.166431439133222,HENMT1,HEN methyltransferase 1
ENSG00000162641,0.137271326038479,0.59058453757192,-0.362825848673632,0.63736850075059,AKNAD1,AKNA domain containing 1
ENSG00000162642,0.0386624456475688,0.369163381072606,-0.0457178352879293,0.123042726583067,C1orf52,chromosome 1 open reading frame 52
ENSG00000162643,-0.350837206898718,0.232025479155666,-0.926182514379377,0.224508100581941,DNAI3,dynein axonemal intermediate chain 3
ENSG00000162645,,,,,GBP2,guanylate binding protein 2
ENSG00000162650,-0.00419248630806389,0.949077691980269,-0.132856346470813,0.124471373854685,ATXN7L2,ataxin 7 like 2
ENSG00000162654,0.0419013251948002,0.506832970903086,-0.0818225659533261,0.165625216342927,GBP4,guanylate binding protein 4
ENSG00000162664,0.051330204755254,0.164056444699278,-0.02096673925912,0.123627148769628,ZNF326,zinc finger protein 326
ENSG00000162669,-0.134991819122756,0.103533054767318,-0.297513541960348,0.0275299037148354,HFM1,helicase for meiosis 1
ENSG00000162670,-0.157394082213106,0.640898940025419,-0.818755054298956,0.503966889872743,BRINP3,BMP/retinoic acid inducible neural specific 3
ENSG00000162676,-0.0824669888513706,0.577424726655546,-0.372572407500211,0.207638429797469,GFI1,growth factor independent 1 transcriptional repressor
ENSG00000162687,-0.146309258248071,0.0337492700620698,-0.281379202240486,-0.0112393142556554,KCNT2,potassium sodium-activated channel subfamily T member 2
ENSG00000162688,0.0304128515289476,0.602633988594494,-0.0840823662731109,0.144908069331006,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
ENSG00000162692,-0.103928251455607,0.622206085111168,-0.517333593022627,0.309477090111413,VCAM1,vascular cell adhesion molecule 1
ENSG00000162694,0.0460622902386362,0.779386384838436,-0.276231107051296,0.368355687528568,EXTL2,exostosin like glycosyltransferase 2
ENSG00000162695,0.0393112564917305,0.452011954838223,-0.0631381916541853,0.141760704637646,SLC30A7,solute carrier family 30 member 7
ENSG00000162702,-0.00509700249699265,0.931968652662458,-0.12211877694329,0.111924771949304,ZNF281,zinc finger protein 281
ENSG00000162704,0.0115627828406221,0.762470370422686,-0.063419885106391,0.0865454507876352,ARPC5,actin related protein 2/3 complex subunit 5
ENSG00000162706,-0.11300626961859,0.118834658451307,-0.255014694785856,0.0290021555486759,CADM3,cell adhesion molecule 3
ENSG00000162711,-0.0153119250202433,0.867472189341019,-0.195157238390111,0.164533388349624,NLRP3,NLR family pyrin domain containing 3
ENSG00000162714,0.0105056886049583,0.747841037528385,-0.0535427607652776,0.0745541379751943,ZNF496,zinc finger protein 496
ENSG00000162722,0.0217277839081575,0.787429611735299,-0.136201719756924,0.179657287573239,TRIM58,tripartite motif containing 58
ENSG00000162728,0.155308926611328,0.394213561817568,-0.201967553805511,0.512585407028167,KCNJ9,potassium inwardly rectifying channel subfamily J member 9
ENSG00000162729,-0.108173627382261,0.107138692296428,-0.239763719528986,0.0234164647644636,IGSF8,immunoglobulin superfamily member 8
ENSG00000162733,-0.0648752258393653,0.799529300734738,-0.565564101349411,0.43581364967068,DDR2,discoidin domain receptor tyrosine kinase 2
ENSG00000162734,0.0730098096828406,0.376144114382012,-0.0886770208897387,0.23469664025542,PEA15,proliferation and apoptosis adaptor protein 15
ENSG00000162735,-0.0373423316068396,0.268639752693338,-0.103505406017297,0.0288207428036179,PEX19,peroxisomal biogenesis factor 19
ENSG00000162736,-0.0401975450178726,0.287234278560986,-0.114229789621969,0.0338346995862234,NCSTN,nicastrin
ENSG00000162738,-0.118720653299415,0.0158242841921872,-0.215154005730118,-0.0222873008687121,VANGL2,VANGL planar cell polarity protein 2
ENSG00000162739,0.226232822757468,0.0222223944409447,0.0323122202845039,0.420153425230433,SLAMF6,SLAM family member 6
ENSG00000162745,-0.309410439595358,0.0344785588213407,-0.596217438232134,-0.0226034409585815,OLFML2B,olfactomedin like 2B
ENSG00000162746,0.240554684440328,0.418836838446038,-0.342640130974574,0.82374949985523,FCRLB,Fc receptor like B
ENSG00000162753,-0.37478254197951,0.0284788324299031,-0.710102272184877,-0.0394628117741432,SLC9C2,solute carrier family 9 member C2 (putative)
ENSG00000162755,-0.0495876351590389,0.609496539635007,-0.239860647025444,0.140685376707366,KLHDC9,kelch domain containing 9
ENSG00000162757,-0.0226284785566335,0.784993841519936,-0.185195300026176,0.139938342912909,C1orf74,chromosome 1 open reading frame 74
ENSG00000162761,,,,,LMX1A,LIM homeobox transcription factor 1 alpha
ENSG00000162769,0.0321069561643066,0.782007492103074,-0.195314783138777,0.25952869546739,FLVCR1,FLVCR choline and heme transporter 1
ENSG00000162772,0.185549039792548,0.205778793713806,-0.101878018179559,0.472976097764655,ATF3,activating transcription factor 3
ENSG00000162775,0.0412488036894466,0.397813012498213,-0.0543667638537647,0.136864371232658,RBM15,RNA binding motif protein 15
ENSG00000162777,-0.0112401683524643,0.934533257570108,-0.279436023896499,0.256955687191571,DENND2D,DENN domain containing 2D
ENSG00000162779,,,,,AXDND1,axonemal dynein light chain domain containing 1
ENSG00000162783,0.184139818488328,0.0190904748067828,0.0301532826670936,0.338126354309563,IER5,immediate early response 5
ENSG00000162804,-0.275591274303559,0.289532993527335,-0.78557633427582,0.234393785668701,SNED1,"sushi, nidogen and EGF like domains 1"
ENSG00000162813,-0.0081396652684226,0.838910160487954,-0.0866168674734049,0.0703375369365597,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1"
ENSG00000162814,-0.156998787991685,0.0265824396713361,-0.295758088284383,-0.0182394876989877,SPATA17,spermatogenesis associated 17
ENSG00000162817,-0.125168585092532,0.563329573114941,-0.549679092446099,0.299341922261035,C1orf115,chromosome 1 open reading frame 115
ENSG00000162819,0.00956701307758945,0.886082658521471,-0.121318360736499,0.140452386891678,BROX,BRO1 domain and CAAX motif containing
ENSG00000162825,0.140963131680733,0.553858016161447,-0.325739297399648,0.607665560761114,NBPF20,NBPF member 20
ENSG00000162836,-0.114493874218981,0.220797598749431,-0.297768978055338,0.0687812296173771,ACP6,"acid phosphatase 6, lysophosphatidic"
ENSG00000162843,,,,,WDR64,WD repeat domain 64
ENSG00000162849,-0.245798808528073,0.511265962582147,-0.979214049486974,0.487616432430827,KIF26B,kinesin family member 26B
ENSG00000162851,0.105885970357172,0.0666660277716068,-0.00727753100166002,0.219049471716003,TFB2M,"transcription factor B2, mitochondrial"
ENSG00000162852,-0.0695099713490316,0.62341146628571,-0.346966515971624,0.207946573273561,CNST,"consortin, connexin sorting protein"
ENSG00000162869,-0.0495754283844516,0.686561426801451,-0.290368070828844,0.191217214059941,PPP1R21,protein phosphatase 1 regulatory subunit 21
ENSG00000162873,0.0905114174269069,0.533738147139633,-0.194554163706821,0.375576998560635,KLHDC8A,kelch domain containing 8A
ENSG00000162877,,,,,PM20D1,peptidase M20 domain containing 1
ENSG00000162878,0.0125210527488502,0.977400930925979,-0.85380299132713,0.87884509682483,PKDCC,"protein kinase domain containing, cytoplasmic"
ENSG00000162881,,,,,OXER1,oxoeicosanoid receptor 1
ENSG00000162882,0.0646815794561494,0.41512799310122,-0.0908873765295937,0.220250535441893,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase"
ENSG00000162885,0.0354385444898839,0.41075727659021,-0.049002865115251,0.119879954095019,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2"
ENSG00000162889,0.0229646488932188,0.603429403922245,-0.0636802667758096,0.109609564562247,MAPKAPK2,MAPK activated protein kinase 2
ENSG00000162896,0.0593317002435732,0.628040620316871,-0.180691474733145,0.299354875220291,PIGR,polymeric immunoglobulin receptor
ENSG00000162909,-0.0365495773450436,0.566522715531265,-0.161529226152579,0.0884300714624917,CAPN2,calpain 2
ENSG00000162910,0.0302776411070927,0.538714281776703,-0.0662531025384558,0.126808384752641,MRPL55,mitochondrial ribosomal protein L55
ENSG00000162913,0.00783698919048093,0.918726051672908,-0.14269643070662,0.158370409087582,,
ENSG00000162923,-0.0126825011505465,0.685281203768846,-0.0740179682374602,0.0486529659363672,WDR26,WD repeat domain 26
